Genre,Famille,Ordre,Classe,Règne,Groupe_Grand_Public,CD_REF,Nom scientifique,CD_NOM
Algyroides,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,77580,"Algyroides fitzingeri (Wiegmann, 1834)",77580
Anguis,Anguidae,Squamata,None,Animalia,Amphibiens et reptiles,77490,"Anguis fragilis (Linnaeus, 1758)",77490
Archaeolacerta,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,77614,"Archaeolacerta bedriagae (Camerano, 1885)",77614
Caretta,Cheloniidae,Chelonii,None,Animalia,Amphibiens et reptiles,77330,"Caretta caretta (Linnaeus, 1758)",77330
Chalcides,Scincidae,Squamata,None,Animalia,Amphibiens et reptiles,77871,"Chalcides striatus (Cuvier, 1829)",77871
Chelydra,Chelydridae,Chelonii,None,Animalia,Amphibiens et reptiles,199209,"Chelydra serpentina (Linnaeus, 1758)",199209
Coronella,Colubridae,Squamata,None,Animalia,Amphibiens et reptiles,77955,"Coronella austriaca Laurenti, 1768",77955
Coronella,Colubridae,Squamata,None,Animalia,Amphibiens et reptiles,77963,"Coronella girondica (Daudin, 1803)",77963
Coronella,Colubridae,Squamata,None,Animalia,Amphibiens et reptiles,0,"Coronella Laurenti, 1768",0
Dermochelys,Dermochelyidae,Chelonii,None,Animalia,Amphibiens et reptiles,77367,"Dermochelys coriacea (Vandellius, 1761)",77367
Emys,Emydidae,Chelonii,None,Animalia,Amphibiens et reptiles,77381,"Emys orbicularis (Linnaeus, 1758)",77381
Euleptes,Sphaerodactylidae,Squamata,None,Animalia,Amphibiens et reptiles,79271,"Euleptes europaea (Gene, 1839)",79271
Hemidactylus,Gekkonidae,Squamata,None,Animalia,Amphibiens et reptiles,77559,"Hemidactylus turcicus (Linnaeus, 1758)",77559
Hierophis,Colubridae,Squamata,None,Animalia,Amphibiens et reptiles,77949,"Hierophis viridiflavus (Lacepede, 1789)",77949
Iberolacerta,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,79283,"Iberolacerta aranica (Arribas, 1993)",79283
Iberolacerta,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,79284,"Iberolacerta aurelioi (Arribas, 1994)",79284
Iberolacerta,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,79285,"Iberolacerta bonnali (Lantz, 1927)",79285
Lacerta,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,77600,"Lacerta agilis Linnaeus, 1758",77600
Lacerta,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,77619,"Lacerta bilineata Daudin, 1802",77619
Malpolon,Lamprophiidae,Squamata,None,Animalia,Amphibiens et reptiles,78039,"Malpolon monspessulanus (Hermann, 1804)",78039
Mauremys,Geoemydidae,Chelonii,None,Animalia,Amphibiens et reptiles,77412,"Mauremys leprosa (Schweigger, 1812)",77412
Natrix,Natricidae,Squamata,None,Animalia,Amphibiens et reptiles,816906,"Natrix astreptophora (Seoane, 1884)",816906
Natrix,Natricidae,Squamata,None,Animalia,Amphibiens et reptiles,851676,"Natrix helvetica corsa (Hecht, 1930)",851676
Natrix,Natricidae,Squamata,None,Animalia,Amphibiens et reptiles,851674,"Natrix helvetica (Lacepede, 1789)",851674
Natrix,Natricidae,Squamata,None,Animalia,Amphibiens et reptiles,78048,"Natrix maura (Linnaeus, 1758)",78048
Natrix,Natricidae,Squamata,None,Animalia,Amphibiens et reptiles,851674,"Natrix natrix auct. non (Linnaeus, 1758)",78064
Podarcis,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,444444,"Podarcis liolepis (Boulenger, 1905)",444444
Podarcis,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,77756,"Podarcis muralis (Laurenti, 1768)",77756
Podarcis,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,77798,"Podarcis siculus campestris Betta, 1857",77798
Podarcis,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,77800,"Podarcis siculus cettii (Cara, 1872)",77800
Podarcis,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,444451,"Podarcis siculus (Rafinesque-Schmaltz, 1810)",444451
Podarcis,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,77811,"Podarcis tiliguerta (Gmelin, 1789)",77811
Podarcis,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,0,"Podarcis Wagler, 1830",0
Psammodromus,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,77836,"Psammodromus algirus (Linnaeus, 1758)",77836
Psammodromus,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,699479,"Psammodromus edwarsianus (An. Duges, 1829)",699479
Tarentola,Phyllodactylidae,Squamata,None,Animalia,Amphibiens et reptiles,77570,"Tarentola mauritanica (Linnaeus, 1758)",77570
Testudo,Testudinidae,Chelonii,None,Animalia,Amphibiens et reptiles,77428,"Testudo graeca Linnaeus, 1758",77428
Testudo,Testudinidae,Chelonii,None,Animalia,Amphibiens et reptiles,77433,"Testudo hermanni Gmelin, 1789",77433
Timon,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,79273,"Timon lepidus (Daudin, 1802)",79273
Trachemys,Emydidae,Chelonii,None,Animalia,Amphibiens et reptiles,77425,"Trachemys scripta elegans (Wied, 1839)",77425
Trachemys,Emydidae,Chelonii,None,Animalia,Amphibiens et reptiles,77424,"Trachemys scripta (Schoepff, 1792)",77424
Vipera,Viperidae,Squamata,None,Animalia,Amphibiens et reptiles,78135,"Vipera aspis aspis (Linnaeus, 1758)",78135
Vipera,Viperidae,Squamata,None,Animalia,Amphibiens et reptiles,78137,"Vipera aspis zinnikeri Kramer, 1958",78137
Vipera,Viperidae,Squamata,None,Animalia,Amphibiens et reptiles,78130,"Vipera aspis (Linnaeus, 1758)",78130
Vipera,Viperidae,Squamata,None,Animalia,Amphibiens et reptiles,78141,"Vipera berus (Linnaeus, 1758)",78141
Vipera,Viperidae,Squamata,None,Animalia,Amphibiens et reptiles,701823,"Vipera seoanei (Lataste, 1879)",701823
Vipera,Viperidae,Squamata,None,Animalia,Amphibiens et reptiles,78164,"Vipera ursinii (Bonaparte, 1835)",78164
Vipera,Viperidae,Squamata,None,Animalia,Amphibiens et reptiles,0,"Vipera Garsault, 1764",0
Zamenis,Colubridae,Squamata,None,Animalia,Amphibiens et reptiles,444446,"Zamenis longissimus (Laurenti, 1768)",444446
Zamenis,Colubridae,Squamata,None,Animalia,Amphibiens et reptiles,819820,"Zamenis scalaris (Schinz, 1822)",819820
Zootoca,Lacertidae,Squamata,None,Animalia,Amphibiens et reptiles,79278,"Zootoca vivipara (Lichtenstein, 1823)",79278
,None,Squamata,None,Animalia,Amphibiens et reptiles,0,"Colubroidea Oppel, 1811",0
,None,Squamata,None,Animalia,Amphibiens et reptiles,0,"Serpentes Linnaeus, 1758",0
Alytes,Alytidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,197,"Alytes obstetricans (Laurenti, 1768)",197
Bombina,Bombinatoridae,Anura,Amphibia,Animalia,Amphibiens et reptiles,206,"Bombina bombina (Linnaeus, 1761)",206
Bombina,Bombinatoridae,Anura,Amphibia,Animalia,Amphibiens et reptiles,212,"Bombina variegata (Linnaeus, 1758)",212
Bufo,Bufonidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,259,"Bufo bufo (Linnaeus, 1758)",259
Bufo,Bufonidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,774678,"Bufo spinosus (Daudin, 1803)",774678
Bufo,Bufonidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,0,"Bufo Garsault, 1764",0
Bufotes,Bufonidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,819822,"Bufotes viridis (Laurenti, 1768)",819822
Calotriton,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,444427,"Calotriton asper (Al. Duges, 1852)",444427
Discoglossus,Discoglossidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,223,"Discoglossus montalentii Lanza, Nascetti, Capula & Bullini, 1984",223
Discoglossus,Discoglossidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,225,"Discoglossus pictus Otth, 1837",225
Discoglossus,Discoglossidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,229,"Discoglossus sardus Tschudi in Otth, 1837",229
Epidalea,Bufonidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,459628,"Epidalea calamita (Laurenti, 1768)",459628
Euproctus,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,59,"Euproctus montanus (Savi, 1838)",59
Hyla,Hylidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,281,"Hyla arborea (Linnaeus, 1758)",281
Hyla,Hylidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,292,"Hyla meridionalis Bottger, 1874",292
Hyla,Hylidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,774683,"Hyla molleri Bedriaga, 1889",774683
Hyla,Hylidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,79261,"Hyla sarda (Betta, 1857)",79261
Hyla,Hylidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,0,"Hyla Laurenti, 1768",0
Ichthyosaura,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,444430,"Ichthyosaura alpestris (Laurenti, 1768)",444430
Lissotriton,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,444432,"Lissotriton helveticus (Razoumowsky, 1789)",444432
Lissotriton,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,699564,"Lissotriton vulgaris vulgaris (Linnaeus, 1758)",699564
Lissotriton,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,444431,"Lissotriton vulgaris (Linnaeus, 1758)",444431
Lissotriton,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,0,"Lissotriton Bell, 1839",0
Aquarana,Ranidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,1040529,"Lithobates catesbeianus (Shaw, 1802)",459618
Pelobates,Pelobatidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,235,"Pelobates cultripes (Cuvier, 1829)",235
Pelobates,Pelobatidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,240,"Pelobates fuscus (Laurenti, 1768)",240
Pelodytes,Pelodytidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,252,"Pelodytes punctatus (Daudin, 1803)",252
Pelophylax,Ranidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,444440,"Pelophylax kl. esculentus (Linnaeus, 1758)",444440
Pelophylax,Ranidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,444439,"Pelophylax kl. grafi (Crochet, Dubois, Ohler & Tunner, 1995)",444439
Pelophylax,Ranidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,699198,"Pelophylax bergeri (Gunther, 1986)",444456
Pelophylax,Ranidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,444441,"Pelophylax lessonae (Camerano, 1882)",444441
Pelophylax,Ranidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,444442,"Pelophylax perezi (Seoane, 1885)",444442
Pelophylax,Ranidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,444443,"Pelophylax ridibundus (Pallas, 1771)",444443
Pelophylax,Ranidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,0,"Pelophylax Fitzinger, 1843",0
Rana,Ranidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,299,"Rana arvalis Nilsson, 1842",299
Rana,Ranidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,310,"Rana dalmatina Fitzinger in Bonaparte, 1838",310
Rana,Ranidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,79266,"Rana pyrenaica Serra-Cobo, 1993",79266
Rana,Ranidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,351,"Rana temporaria Linnaeus, 1758",351
Rana,Ranidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,0,"Rana Linnaeus, 1758",0
Salamandra,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,701817,"Salamandra corsica (Savi, 1838)",701817
Salamandra,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,699127,"Salamandra lanzai (Nascetti, Andreone, Capula & Bullini, 1988)",699127
Salamandra,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,965093,"Salamandra salamandra fastuosa Schreiber, 1912",106
Salamandra,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,965096,"Salamandra salamandra terrestris Lacepede, 1788",111
Salamandra,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,92,"Salamandra salamandra (Linnaeus, 1758)",92
Speleomantes,Plethodontidae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,79251,"Speleomantes strinatii (Aellen, 1958)",79251
Triturus,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,79254,"Triturus carnifex (Laurenti, 1768)",79254
Triturus,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,150,Triturus cristatus x T. marmoratus,150
Triturus,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,139,"Triturus cristatus (Laurenti, 1768)",139
Triturus,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,163,"Triturus marmoratus (Latreille, 1800)",163
Triturus,Salamandridae,Urodela,Amphibia,Animalia,Amphibiens et reptiles,0,"Triturus Rafinesque, 1815",0
Xenopus,Pipidae,Anura,Amphibia,Animalia,Amphibiens et reptiles,79265,"Xenopus laevis (Daudin, 1803)",79265
Accipiter,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2891,"Accipiter gentilis (Linnaeus, 1758)",2891
Accipiter,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2895,"Accipiter nisus (Linnaeus, 1758)",2895
Accipiter,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,0,"Accipiter Brisson, 1760",0
Acridotheres,Sturnidae,Passeriformes,Aves,Animalia,Oiseaux,601183,"Acridotheres tristis (Linnaeus, 1766)",601183
Acrocephalus,Acrocephalidae,Passeriformes,Aves,Animalia,Oiseaux,199459,"Acrocephalus agricola (Jerdon, 1845)",199459
Acrocephalus,Acrocephalidae,Passeriformes,Aves,Animalia,Oiseaux,4198,"Acrocephalus arundinaceus (Linnaeus, 1758)",4198
Acrocephalus,Acrocephalidae,Passeriformes,Aves,Animalia,Oiseaux,4190,"Acrocephalus dumetorum Blyth, 1849",4190
Acrocephalus,Acrocephalidae,Passeriformes,Aves,Animalia,Oiseaux,4180,"Acrocephalus melanopogon (Temminck, 1823)",4180
Acrocephalus,Acrocephalidae,Passeriformes,Aves,Animalia,Oiseaux,4184,"Acrocephalus paludicola (Vieillot, 1817)",4184
Acrocephalus,Acrocephalidae,Passeriformes,Aves,Animalia,Oiseaux,4192,"Acrocephalus palustris (Bechstein, 1798)",4192
Acrocephalus,Acrocephalidae,Passeriformes,Aves,Animalia,Oiseaux,4187,"Acrocephalus schoenobaenus (Linnaeus, 1758)",4187
Acrocephalus,Acrocephalidae,Passeriformes,Aves,Animalia,Oiseaux,4195,"Acrocephalus scirpaceus (Hermann, 1804)",4195
Acrocephalus,Acrocephalidae,Passeriformes,Aves,Animalia,Oiseaux,0,"Acrocephalus J. A. Naumann & J. F. Naumann, 1811",0
Actitis,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,2616,"Actitis hypoleucos (Linnaeus, 1758)",2616
Actitis,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,459460,"Actitis macularius (Linnaeus, 1766)",459460
Aegithalos,Aegithalidae,Passeriformes,Aves,Animalia,Oiseaux,4342,"Aegithalos caudatus caudatus (Linnaeus, 1758)",804727
Aegithalos,Aegithalidae,Passeriformes,Aves,Animalia,Oiseaux,4342,"Aegithalos caudatus (Linnaeus, 1758)",4342
Aegolius,Strigidae,Strigiformes,Aves,Animalia,Oiseaux,3533,"Aegolius funereus (Linnaeus, 1758)",3533
Aegypius,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2869,"Aegypius monachus (Linnaeus, 1766)",2869
Agapornis,Psittaculidae,Psittaciformes,Aves,Animalia,Oiseaux,534642,"Agapornis fischeri Reichenow, 1887",534642
Agapornis,Psittaculidae,Psittaciformes,Aves,Animalia,Oiseaux,538322,"Agapornis personatus Reichenow, 1887",538322
Agapornis,Psittaculidae,Psittaciformes,Aves,Animalia,Oiseaux,0,"Agapornis Selby, 1836",0
Aix,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2776,"Aix galericulata (Linnaeus, 1758)",2776
Aix,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2775,"Aix sponsa (Linnaeus, 1758)",2775
Alauda,Alaudidae,Passeriformes,Aves,Animalia,Oiseaux,3676,"Alauda arvensis Linnaeus, 1758",3676
Alca,Alcidae,Charadriiformes,Aves,Animalia,Oiseaux,3388,"Alca torda Linnaeus, 1758",3388
Alcedo,Alcedinidae,Coraciiformes,Aves,Animalia,Oiseaux,3571,"Alcedo atthis (Linnaeus, 1758)",3571
Alectoris,Phasianidae,Galliformes,Aves,Animalia,Oiseaux,2971,"Alectoris graeca (Meisner, 1804)",2971
Alectoris,Phasianidae,Galliformes,Aves,Animalia,Oiseaux,2975,"Alectoris rufa (Linnaeus, 1758)",2975
Alle,Alcidae,Charadriiformes,Aves,Animalia,Oiseaux,3396,"Alle alle (Linnaeus, 1758)",3396
Alopochen,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,459626,"Alopochen aegyptiaca (Linnaeus, 1766)",459626
Amandava,Estrildidae,Passeriformes,Aves,Animalia,Oiseaux,4557,"Amandava amandava (Linnaeus, 1758)",4557
Anas,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,1973,"Anas acuta Linnaeus, 1758",1973
Mareca,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,1955,"Anas americana Gmelin, 1789",1953
Anas,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,1948,"Anas bahamensis Linnaeus, 1758",1948
Anas,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,1961,"Anas carolinensis Gmelin, 1789",199302
Spatula,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,1972,"Anas clypeata Linnaeus, 1758",1970
Anas,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,1958,"Anas crecca Linnaeus, 1758",1958
Sibirionetta,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,836226,"Anas formosa Georgi, 1775",1964
Mareca,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,1952,"Anas penelope Linnaeus, 1758",1950
Anas,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,1966,"Anas platyrhynchos Linnaeus, 1758",1966
Spatula,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,836222,"Anas querquedula Linnaeus, 1758",1975
Mareca,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,836203,"Anas strepera Linnaeus, 1758",1956
Anas,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,0,"Anas Linnaeus, 1758",0
Anser,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2737,"Anser albifrons albifrons (Scopoli, 1769)",2737
Anser,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2738,"Anser albifrons flavirostris Dalgety & Scott, 1948",2738
Anser,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2734,"Anser albifrons (Scopoli, 1769)",2734
Anser,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2744,"Anser anser anser (Linnaeus, 1758)",2744
Anser,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2741,"Anser anser (Linnaeus, 1758)",2741
Anser,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2725,"Anser brachyrhynchus Baillon, 1834",2725
Anser,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2727,"Anser caerulescens (Linnaeus, 1758)",2727
Anser,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2739,"Anser erythropus (Linnaeus, 1758)",2739
Anser,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2724,"Anser fabalis rossicus Buturlin, 1933",2724
Anser,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2720,"Anser fabalis (Latham, 1787)",2720
Anser,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2731,"Anser indicus (Latham, 1790)",2731
Anser,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,0,"Anser Brisson, 1760",0
Anthus,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3713,"Anthus campestris (Linnaeus, 1758)",3713
Anthus,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3729,"Anthus cervinus (Pallas, 1811)",3729
Anthus,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,199489,"Anthus godlewskii (Taczanowski, 1876)",199489
Anthus,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3736,"Anthus hodgsoni Richmond, 1907",3736
Anthus,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3719,"Anthus petrosus littoralis Brehm, 1823",3719
Anthus,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3721,"Anthus petrosus petrosus (Montagu, 1798)",3721
Anthus,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3716,"Anthus petrosus (Montagu, 1798)",3716
Anthus,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3726,"Anthus pratensis (Linnaeus, 1758)",3726
Anthus,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3709,"Anthus richardi Vieillot, 1818",3709
Anthus,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,199492,"Anthus rubescens (Tunstall, 1771)",199492
Anthus,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3733,"Anthus spinoletta (Linnaeus, 1758)",3733
Anthus,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,3723,"Anthus trivialis (Linnaeus, 1758)",3723
Anthus,Motacillidae,Passeriformes,Aves,Animalia,Oiseaux,0,"Anthus Bechstein, 1805",0
Apus,Apodidae,Caprimulgiformes,Aves,Animalia,Oiseaux,199399,"Apus affinis (J.E. Gray, 1830)",199399
Apus,Apodidae,Caprimulgiformes,Aves,Animalia,Oiseaux,3551,"Apus apus (Linnaeus, 1758)",3551
Tachymarptis,Apodidae,Caprimulgiformes,Aves,Animalia,Oiseaux,3561,"Apus melba (Linnaeus, 1758)",3558
Apus,Apodidae,Caprimulgiformes,Aves,Animalia,Oiseaux,3555,"Apus pallidus (Shelley, 1870)",3555
Apus,Apodidae,Caprimulgiformes,Aves,Animalia,Oiseaux,0,"Apus Scopoli, 1777",0
Aquila,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2645,"Aquila chrysaetos (Linnaeus, 1758)",2645
Clanga,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,836346,"Aquila clanga Pallas, 1811",2641
Aquila,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2657,"Aquila fasciata Vieillot, 1822",2657
Aquila,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2643,"Aquila heliaca Savigny, 1809",2643
Hieraaetus,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2651,"Aquila pennata (Gmelin, 1788)",2654
Clanga,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,836345,"Aquila pomarina C. L. Brehm, 1831",2636
Aquila,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,0,"Aquila Brisson, 1760",0
Ardea,Ardeidae,Pelecaniformes,Aves,Animalia,Oiseaux,2506,"Ardea cinerea Linnaeus, 1758",2506
Ardea,Ardeidae,Pelecaniformes,Aves,Animalia,Oiseaux,2508,"Ardea purpurea Linnaeus, 1766",2508
Ardeola,Ardeidae,Pelecaniformes,Aves,Animalia,Oiseaux,2486,"Ardeola ralloides (Scopoli, 1769)",2486
Arenaria,Scolopacidae,Charadriiformes,Aves,Animalia,Oiseaux,3239,"Arenaria interpres (Linnaeus, 1758)",3239
Asio,Strigidae,Strigiformes,Aves,Animalia,Oiseaux,3525,"Asio flammeus (Pontoppidan, 1763)",3525
Asio,Strigidae,Strigiformes,Aves,Animalia,Oiseaux,3522,"Asio otus (Linnaeus, 1758)",3522
Asio,Strigidae,Strigiformes,Aves,Animalia,Oiseaux,0,"Asio Brisson, 1760",0
Athene,Strigidae,Strigiformes,Aves,Animalia,Oiseaux,3511,"Athene noctua (Scopoli, 1769)",3511
Aythya,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,199305,"Aythya affinis (Eyton, 1838)",199305
Aythya,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,1988,"Aythya collaris (Donovan, 1809)",1988
Aythya,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,1991,"Aythya ferina (Linnaeus, 1758)",1991
Aythya,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,1998,"Aythya fuligula (Linnaeus, 1758)",1998
Aythya,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2001,"Aythya marila (Linnaeus, 1761)",2001
Aythya,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,1995,"Aythya nyroca (Guldenstadt, 1770)",1995
Aythya,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,0,"Aythya Boie, 1822",0
Bombycilla,Bombycillidae,Passeriformes,Aves,Animalia,Oiseaux,3953,"Bombycilla garrulus (Linnaeus, 1758)",3953
Botaurus,Ardeidae,Pelecaniformes,Aves,Animalia,Oiseaux,2473,"Botaurus stellaris (Linnaeus, 1758)",2473
Branta,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2760,"Branta bernicla bernicla (Linnaeus, 1758)",2760
Branta,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2762,"Branta bernicla hrota (O.F. Muller, 1776)",2762
Branta,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,534762,"Branta bernicla nigricans (Lawrence, 1846)",534762
Branta,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2757,"Branta bernicla (Linnaeus, 1758)",2757
Branta,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2747,"Branta canadensis (Linnaeus, 1758)",2747
Branta,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2750,"Branta leucopsis (Bechstein, 1803)",2750
Bubo,Strigidae,Strigiformes,Aves,Animalia,Oiseaux,3493,"Bubo bubo (Linnaeus, 1758)",3493
Bubulcus,Ardeidae,Pelecaniformes,Aves,Animalia,Oiseaux,2489,"Bubulcus ibis (Linnaeus, 1758)",2489
Bucanetes,Fringillidae,Passeriformes,Aves,Animalia,Oiseaux,2405,"Bucanetes githagineus (Lichtenstein, 1823)",2405
Bucephala,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,2808,"Bucephala clangula (Linnaeus, 1758)",2808
Burhinus,Burhinidae,Charadriiformes,Aves,Animalia,Oiseaux,3120,"Burhinus oedicnemus (Linnaeus, 1758)",3120
Buteo,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2623,"Buteo buteo (Linnaeus, 1758)",2623
Buteo,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2630,"Buteo lagopus (Pontoppidan, 1763)",2630
Buteo,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,2627,"Buteo rufinus (Cretzschmar, 1827)",2627
Buteo,Accipitridae,Accipitriformes,Aves,Animalia,Oiseaux,0,"Buteo Lacepede, 1799",0
Cairina,Anatidae,Anseriformes,Aves,Animalia,Oiseaux,441709,"Cairina moschata (Linnaeus, 1758)",441709
Calandrella,Alaudidae,Passeriformes,Aves,Animalia,Oiseaux,3649,"Calandrella brachydactyla (Leisler, 1814)",3649
